pair_id,category,product_code_1,product_code_2,higher_rated_product
892,Unbreaded_Chicken_Breast,5,8,5
895,Unbreaded_Chicken_Breast,5,9,9
889,Unbreaded_Chicken_Breast,5,10,5
916,Unbreaded_Chicken_Breast,6,9,9
904,Unbreaded_Chicken_Breast,7,2,7
902,Unbreaded_Chicken_Breast,7,4,7
905,Unbreaded_Chicken_Breast,7,6,7
903,Unbreaded_Chicken_Breast,7,8,7
906,Unbreaded_Chicken_Breast,7,9,7
911,Unbreaded_Chicken_Breast,8,2,2
912,Unbreaded_Chicken_Breast,8,6,6
913,Unbreaded_Chicken_Breast,8,9,9
899,Unbreaded_Chicken_Breast,10,2,2
897,Unbreaded_Chicken_Breast,10,4,4
900,Unbreaded_Chicken_Breast,10,6,6
896,Unbreaded_Chicken_Breast,10,7,7
898,Unbreaded_Chicken_Breast,10,8,8
901,Unbreaded_Chicken_Breast,10,9,9
917,Yogurt,1,2,2
920,Yogurt,1,3,3
919,Yogurt,1,4,4
918,Yogurt,1,5,5
921,Yogurt,1,6,6
924,Yogurt,2,3,2
923,Yogurt,2,4,2
922,Yogurt,2,5,2
925,Yogurt,2,6,2
931,Yogurt,3,6,6
929,Yogurt,4,3,4
930,Yogurt,4,6,6
927,Yogurt,5,3,5
926,Yogurt,5,4,5
928,Yogurt,5,6,5
