pair,has_reasoning,brand,identification,external_recall,contamination_sig,gemini_correct,bt_correct
695,True,False,False,False,False,0.0,0.0
696,True,False,False,False,False,1.0,1.0
697,True,False,False,False,False,1.0,0.0
698,True,False,False,False,False,0.0,0.0
699,True,False,False,False,False,0.0,0.0
700,True,False,False,False,False,1.0,1.0
701,True,False,False,False,False,0.0,0.0
702,True,False,False,False,False,1.0,1.0
703,True,False,True,False,True,1.0,1.0
704,True,False,False,False,False,1.0,1.0
705,True,False,False,False,False,1.0,0.0
706,True,False,False,False,False,0.0,0.0
707,True,False,False,False,False,1.0,0.0
708,True,False,False,True,True,0.0,1.0
709,True,False,False,False,False,1.0,1.0
710,True,False,False,False,False,1.0,1.0
711,True,False,False,False,False,1.0,0.0
712,True,True,False,False,False,0.0,1.0
713,True,False,False,False,False,0.0,0.0
714,True,False,False,False,False,0.0,1.0
715,True,True,True,False,True,1.0,1.0
716,True,False,False,False,False,1.0,1.0
717,True,False,False,False,False,0.0,0.0
718,True,False,False,False,False,1.0,0.0
719,True,False,False,False,False,1.0,1.0
720,True,False,False,False,False,1.0,0.0
721,True,False,False,False,False,1.0,0.0
722,True,True,False,False,False,0.0,1.0
723,True,False,False,False,False,1.0,1.0
724,True,False,False,False,False,1.0,0.0
725,True,False,False,False,False,0.0,1.0
726,True,False,False,False,False,1.0,0.0
727,True,False,True,False,True,0.0,1.0
728,True,False,True,False,True,1.0,1.0
729,True,False,False,False,False,1.0,0.0
730,True,True,True,False,True,1.0,0.0
731,True,False,False,False,False,0.0,1.0
732,True,False,False,False,False,1.0,1.0
733,True,False,False,False,False,1.0,1.0
734,True,False,True,False,True,1.0,0.0
735,True,False,False,False,False,0.0,0.0
736,True,False,False,False,False,1.0,1.0
737,True,False,False,False,False,1.0,0.0
738,True,False,False,False,False,1.0,1.0
739,True,False,False,False,False,1.0,0.0
740,True,False,False,False,False,1.0,1.0
741,True,False,False,False,False,1.0,1.0
742,True,False,False,False,False,1.0,0.0
743,True,False,False,False,False,1.0,1.0
744,True,False,False,False,False,1.0,1.0
745,True,False,False,False,False,1.0,1.0
746,True,False,False,False,False,1.0,1.0
747,True,False,False,False,False,1.0,0.0
748,True,False,True,False,True,1.0,0.0
749,True,False,False,False,False,0.0,1.0
750,True,False,True,False,True,0.0,1.0
751,True,False,False,False,False,1.0,0.0
752,True,False,False,False,False,0.0,0.0
753,True,False,False,False,False,0.0,1.0
754,True,False,False,False,False,1.0,1.0
755,True,False,False,False,False,1.0,0.0
756,True,True,False,False,False,0.0,1.0
757,True,False,True,False,True,0.0,1.0
758,True,False,False,False,False,1.0,1.0
759,True,True,False,False,False,1.0,1.0
760,True,True,False,False,False,1.0,1.0
761,True,False,False,False,False,1.0,1.0
762,True,False,False,False,False,0.0,0.0
763,True,False,False,False,False,0.0,0.0
764,True,False,False,False,False,0.0,1.0
765,True,True,False,False,False,1.0,1.0
766,True,False,False,False,False,0.0,1.0
767,True,False,False,False,False,0.0,0.0
768,True,True,True,True,True,1.0,1.0
769,True,False,False,False,False,1.0,0.0
770,True,False,False,False,False,1.0,0.0
771,True,False,True,False,True,0.0,0.0
772,True,False,False,False,False,1.0,0.0
773,True,False,False,False,False,1.0,1.0
774,True,False,False,False,False,1.0,0.0
775,True,False,False,False,False,0.0,1.0
776,True,False,True,False,True,1.0,0.0
777,True,False,False,False,False,0.0,1.0
778,True,False,False,False,False,1.0,1.0
779,True,False,False,False,False,0.0,0.0
780,True,False,False,False,False,0.0,0.0
781,True,False,False,False,False,1.0,1.0
782,True,False,False,False,False,1.0,1.0
783,True,False,False,False,False,1.0,1.0
784,True,False,False,False,False,1.0,0.0
785,True,False,False,False,False,0.0,0.0
786,True,False,False,False,False,1.0,1.0
787,True,False,False,False,False,1.0,1.0
788,True,False,False,False,False,0.0,1.0
789,True,False,False,False,False,0.0,0.0
790,True,False,False,False,False,1.0,1.0
791,True,False,True,False,True,1.0,1.0
792,True,True,True,False,True,1.0,0.0
793,True,False,False,False,False,0.0,0.0
794,True,False,True,False,True,1.0,0.0
795,True,False,False,False,False,1.0,1.0
796,True,False,False,False,False,0.0,0.0
797,True,False,False,False,False,1.0,0.0
798,True,False,False,True,True,1.0,1.0
799,True,False,False,False,False,1.0,1.0
800,True,False,False,False,False,1.0,1.0
801,True,False,False,False,False,0.0,1.0
802,True,False,False,False,False,1.0,1.0
803,True,False,False,False,False,1.0,1.0
804,True,False,False,False,False,1.0,1.0
805,True,False,False,False,False,1.0,1.0
806,True,False,False,False,False,1.0,1.0
807,True,True,False,False,False,0.0,1.0
808,True,False,False,False,False,1.0,0.0
809,True,False,False,False,False,0.0,0.0
810,True,True,False,False,False,1.0,0.0
811,True,False,False,False,False,1.0,1.0
812,True,True,False,False,False,1.0,1.0
813,True,False,False,False,False,1.0,0.0
814,True,False,False,False,False,1.0,1.0
815,True,False,False,False,False,1.0,1.0
816,True,False,False,False,False,1.0,1.0
817,True,False,False,False,False,1.0,0.0
818,True,False,True,False,True,0.0,1.0
819,True,False,False,False,False,1.0,1.0
820,True,False,False,False,False,1.0,1.0
821,True,False,True,False,True,1.0,1.0
822,True,False,False,False,False,0.0,0.0
823,True,True,False,False,False,1.0,1.0
824,True,True,False,False,False,1.0,0.0
825,True,False,False,False,False,0.0,0.0
826,True,False,False,False,False,1.0,1.0
827,True,False,False,False,False,0.0,1.0
828,True,False,False,False,False,1.0,0.0
829,True,False,False,False,False,1.0,1.0
830,True,False,False,False,False,1.0,1.0
831,True,False,False,False,False,0.0,1.0
832,True,False,False,False,False,1.0,0.0
833,True,False,False,False,False,0.0,0.0
834,True,False,False,False,False,0.0,0.0
835,True,False,False,False,False,0.0,1.0
836,True,False,False,False,False,1.0,0.0
837,True,False,False,False,False,1.0,1.0
838,True,False,False,False,False,0.0,0.0
839,True,False,False,False,False,1.0,1.0
840,True,False,False,False,False,1.0,1.0
841,True,False,False,False,False,1.0,1.0
842,True,False,False,False,False,0.0,1.0
843,True,False,False,False,False,0.0,1.0
844,True,False,False,False,False,0.0,0.0
845,True,False,False,False,False,0.0,1.0
846,True,False,False,False,False,1.0,0.0
847,True,False,False,False,False,1.0,1.0
848,True,False,False,False,False,1.0,1.0
849,True,False,False,False,False,1.0,0.0
850,True,False,True,False,True,1.0,0.0
851,True,False,False,False,False,1.0,1.0
852,True,False,True,False,True,1.0,1.0
853,True,False,False,False,False,1.0,0.0
854,True,False,False,False,False,1.0,1.0
855,True,False,False,False,False,0.0,0.0
856,True,True,False,False,False,0.0,0.0
857,True,False,False,False,False,1.0,1.0
858,True,False,False,False,False,1.0,1.0
859,True,True,False,False,False,1.0,0.0
860,True,True,False,False,False,1.0,1.0
861,True,False,False,False,False,0.0,1.0
862,True,False,False,False,False,1.0,0.0
863,True,False,False,False,False,1.0,1.0
864,True,True,True,False,True,1.0,0.0
865,True,False,False,False,False,1.0,1.0
866,True,False,True,False,True,0.0,1.0
867,True,False,False,False,False,1.0,1.0
868,True,False,False,False,False,1.0,0.0
869,True,False,False,False,False,1.0,1.0
870,True,False,False,False,False,1.0,1.0
871,True,False,False,False,False,1.0,1.0
872,True,False,True,False,True,1.0,0.0
873,True,False,False,False,False,0.0,0.0
874,True,False,False,False,False,1.0,0.0
875,True,False,False,False,False,1.0,1.0
876,True,False,False,False,False,1.0,1.0
877,True,False,True,False,True,1.0,1.0
878,True,False,False,False,False,1.0,1.0
879,True,True,False,False,False,0.0,0.0
880,True,False,False,False,False,1.0,1.0
881,True,False,False,False,False,0.0,0.0
882,True,True,False,False,False,0.0,1.0
883,True,False,False,False,False,1.0,1.0
884,True,False,False,False,False,0.0,1.0
885,True,False,False,False,False,1.0,1.0
886,True,False,True,False,True,1.0,1.0
887,True,False,True,False,True,1.0,1.0
888,True,True,True,False,True,0.0,1.0
889,True,False,False,False,False,0.0,1.0
890,True,False,False,False,False,1.0,0.0
891,True,False,False,False,False,0.0,0.0
892,True,False,False,False,False,1.0,0.0
893,True,False,False,False,False,0.0,1.0
894,True,False,True,False,True,1.0,0.0
895,True,False,False,False,False,0.0,0.0
896,True,False,False,False,False,1.0,0.0
897,True,False,False,False,False,1.0,0.0
898,True,False,False,False,False,1.0,0.0
899,True,False,False,False,False,1.0,1.0
900,True,False,False,False,False,0.0,1.0
901,True,False,False,False,False,1.0,0.0
902,True,False,False,True,True,1.0,1.0
903,True,False,True,False,True,1.0,0.0
904,True,False,False,False,False,1.0,1.0
905,True,False,True,False,True,1.0,1.0
906,True,False,False,False,False,0.0,1.0
907,True,False,False,False,False,0.0,1.0
908,True,True,False,False,False,0.0,1.0
909,True,False,False,False,False,0.0,1.0
910,True,False,True,False,True,1.0,1.0
911,True,True,False,False,False,1.0,0.0
912,True,False,True,False,True,1.0,1.0
913,True,False,False,False,False,0.0,1.0
914,True,False,False,False,False,1.0,1.0
915,True,False,False,False,False,1.0,1.0
916,True,False,False,False,False,1.0,1.0
917,True,False,False,False,False,1.0,0.0
918,True,True,True,False,True,1.0,0.0
919,True,True,False,False,False,0.0,0.0
920,True,False,False,False,False,1.0,0.0
921,True,False,False,False,False,1.0,1.0
922,True,False,False,False,False,1.0,0.0
923,True,False,False,False,False,1.0,1.0
924,True,False,False,False,False,1.0,1.0
925,True,False,False,False,False,1.0,1.0
926,True,False,False,False,False,1.0,1.0
927,True,False,False,False,False,1.0,1.0
928,True,False,False,False,False,1.0,1.0
929,True,False,True,False,True,0.0,1.0
930,True,False,False,False,False,0.0,0.0
