category,block_id,value_a,value_b,coincidence
Cheddar_Cheese,1,5,6,35.4803921569
Cheddar_Cheese,1,5,7,22.5784313725
Cheddar_Cheese,1,6,1,3.362745098
Cheddar_Cheese,1,6,2,9.4607843137
Cheddar_Cheese,1,6,3,17.3235294118
Cheddar_Cheese,1,6,4,10.4215686275
Cheddar_Cheese,1,6,5,35.4803921569
Cheddar_Cheese,1,6,6,42.5882352941
Cheddar_Cheese,1,6,7,27.362745098
Cheddar_Cheese,1,7,1,2.7058823529
Cheddar_Cheese,1,7,2,6.637254902
Cheddar_Cheese,1,7,3,11.862745098
Cheddar_Cheese,1,7,4,7.068627451
Cheddar_Cheese,1,7,5,22.5784313725
Cheddar_Cheese,1,7,6,27.362745098
Cheddar_Cheese,1,7,7,16.7843137255
Chicken_Strips,0,1,1,30.5567010309
Chicken_Strips,0,1,2,25.0824742268
Chicken_Strips,0,1,3,21.0206185567
Chicken_Strips,0,1,4,7.206185567
Chicken_Strips,0,1,5,20.3917525773
Chicken_Strips,0,1,6,12.9793814433
Chicken_Strips,0,1,7,4.7628865979
Chicken_Strips,0,2,1,25.0824742268
Chicken_Strips,0,2,2,22.5360824742
Chicken_Strips,0,2,3,17.6701030928
Chicken_Strips,0,2,4,6.0206185567
Chicken_Strips,0,2,5,17.6082474227
Chicken_Strips,0,2,6,11.4432989691
Chicken_Strips,0,2,7,3.6391752577
Chicken_Strips,0,3,1,21.0206185567
Chicken_Strips,0,3,2,17.6701030928
Chicken_Strips,0,3,3,14.0618556701
Chicken_Strips,0,3,4,4.7113402062
Chicken_Strips,0,3,5,13.7731958763
Chicken_Strips,0,3,6,8.6597938144
Chicken_Strips,0,3,7,3.1030927835
Chicken_Strips,0,4,1,7.206185567
Chicken_Strips,0,4,2,6.0206185567
Chicken_Strips,0,4,3,4.7113402062
Chicken_Strips,0,4,4,1.8556701031
Chicken_Strips,0,4,5,5.2268041237
Chicken_Strips,0,4,6,2.9690721649
Chicken_Strips,0,4,7,1.0103092784
Chicken_Strips,0,5,1,20.3917525773
Chicken_Strips,0,5,2,17.6082474227
Chicken_Strips,0,5,3,13.7731958763
Chicken_Strips,0,5,4,5.2268041237
Chicken_Strips,0,5,5,13.2989690722
Chicken_Strips,0,5,6,8.7319587629
Chicken_Strips,0,5,7,2.9690721649
Chicken_Strips,0,6,1,12.9793814433
Chicken_Strips,0,6,2,11.4432989691
Chicken_Strips,0,6,3,8.6597938144
Chicken_Strips,0,6,4,2.9690721649
Chicken_Strips,0,6,5,8.7319587629
Chicken_Strips,0,6,6,5.2783505155
Chicken_Strips,0,6,7,1.9381443299
Chicken_Strips,0,7,1,4.7628865979
Chicken_Strips,0,7,2,3.6391752577
Chicken_Strips,0,7,3,3.1030927835
Chicken_Strips,0,7,4,1.0103092784
Chicken_Strips,0,7,5,2.9690721649
Chicken_Strips,0,7,6,1.9381443299
Chicken_Strips,0,7,7,0.5773195876
Chicken_Strips,1,1,1,40.8
Chicken_Strips,1,1,2,23.7444444444
Chicken_Strips,1,1,3,16.1333333333
Chicken_Strips,1,1,4,14.1111111111
Chicken_Strips,1,1,5,19.7555555556
Chicken_Strips,1,1,6,11.3111111111
Chicken_Strips,1,1,7,5.1444444444
Chicken_Strips,1,2,1,23.7444444444
Chicken_Strips,1,2,2,14.5777777778
Chicken_Strips,1,2,3,10.7444444444
Chicken_Strips,1,2,4,9.1555555556
Chicken_Strips,1,2,5,12.9444444444
Chicken_Strips,1,2,6,7.1222222222
Chicken_Strips,1,2,7,3.7111111111
Chicken_Strips,1,3,1,16.1333333333
Chicken_Strips,1,3,2,10.7444444444
Chicken_Strips,1,3,3,7.1777777778
Chicken_Strips,1,3,4,6.0444444444
Chicken_Strips,1,3,5,9.0555555556
Chicken_Strips,1,3,6,4.9555555556
Chicken_Strips,1,3,7,2.8888888889
Chicken_Strips,1,4,1,14.1111111111
Chicken_Strips,1,4,2,9.1555555556
Chicken_Strips,1,4,3,6.0444444444
Chicken_Strips,1,4,4,5.2222222222
Chicken_Strips,1,4,5,8.0333333333
Chicken_Strips,1,4,6,4.3333333333
Chicken_Strips,1,4,7,2.1
Chicken_Strips,1,5,1,19.7555555556
Chicken_Strips,1,5,2,12.9444444444
Chicken_Strips,1,5,3,9.0555555556
Chicken_Strips,1,5,4,8.0333333333
Chicken_Strips,1,5,5,12.8444444444
Chicken_Strips,1,5,6,6.9333333333
Chicken_Strips,1,5,7,4.4333333333
Chicken_Strips,1,6,1,11.3111111111
Chicken_Strips,1,6,2,7.1222222222
Chicken_Strips,1,6,3,4.9555555556
Chicken_Strips,1,6,4,4.3333333333
Chicken_Strips,1,6,5,6.9333333333
Chicken_Strips,1,6,6,3.2
Chicken_Strips,1,6,7,2.1444444444
Chicken_Strips,1,7,1,5.1444444444
Chicken_Strips,1,7,2,3.7111111111
Chicken_Strips,1,7,3,2.8888888889
Chicken_Strips,1,7,4,2.1
Chicken_Strips,1,7,5,4.4333333333
Chicken_Strips,1,7,6,2.1444444444
Chicken_Strips,1,7,7,1.5777777778
Cream_Cheese,0,1,1,18.0
Cream_Cheese,0,1,2,16.25
Cream_Cheese,0,1,3,11.49
Cream_Cheese,0,1,4,3.6
Cream_Cheese,0,1,5,11.72
Cream_Cheese,0,1,6,5.47
Cream_Cheese,0,1,7,5.47
Cream_Cheese,0,2,1,16.25
Cream_Cheese,0,2,2,17.84
Cream_Cheese,0,2,3,13.76
Cream_Cheese,0,2,4,5.89
Cream_Cheese,0,2,5,20.2
Cream_Cheese,0,2,6,9.41
Cream_Cheese,0,2,7,10.65
Cream_Cheese,0,3,1,11.49
Cream_Cheese,0,3,2,13.76
Cream_Cheese,0,3,3,9.88
Cream_Cheese,0,3,4,4.69
Cream_Cheese,0,3,5,15.24
Cream_Cheese,0,3,6,6.46
Cream_Cheese,0,3,7,7.48
Cream_Cheese,0,4,1,3.6
Cream_Cheese,0,4,2,5.89
Cream_Cheese,0,4,3,4.69
Cream_Cheese,0,4,4,2.14
Cream_Cheese,0,4,5,8.11
Cream_Cheese,0,4,6,3.43
Cream_Cheese,0,4,7,4.14
Cream_Cheese,0,5,1,11.72
Cream_Cheese,0,5,2,20.2
Cream_Cheese,0,5,3,15.24
Cream_Cheese,0,5,4,8.11
Cream_Cheese,0,5,5,29.58
Cream_Cheese,0,5,6,14.17
Cream_Cheese,0,5,7,17.98
Cream_Cheese,0,6,1,5.47
Cream_Cheese,0,6,2,9.41
Cream_Cheese,0,6,3,6.46
Cream_Cheese,0,6,4,3.43
Cream_Cheese,0,6,5,14.17
Cream_Cheese,0,6,6,6.94
Cream_Cheese,0,6,7,9.12
Cream_Cheese,0,7,1,5.47
Cream_Cheese,0,7,2,10.65
Cream_Cheese,0,7,3,7.48
Cream_Cheese,0,7,4,4.14
Cream_Cheese,0,7,5,17.98
Cream_Cheese,0,7,6,9.12
Cream_Cheese,0,7,7,11.16
Cream_Cheese,1,1,1,16.303030303
Cream_Cheese,1,1,2,12.5353535354
Cream_Cheese,1,1,3,9.9191919192
Cream_Cheese,1,1,4,4.7575757576
Cream_Cheese,1,1,5,10.9696969697
Cream_Cheese,1,1,6,9.8080808081
Cream_Cheese,1,1,7,4.7070707071
Cream_Cheese,1,2,1,12.5353535354
Cream_Cheese,1,2,2,11.0707070707
Cream_Cheese,1,2,3,10.0101010101
Cream_Cheese,1,2,4,5.4949494949
Cream_Cheese,1,2,5,11.6868686869
Cream_Cheese,1,2,6,11.3535353535
Cream_Cheese,1,2,7,7.8484848485
Cream_Cheese,1,3,1,9.9191919192
Cream_Cheese,1,3,2,10.0101010101
Cream_Cheese,1,3,3,9.0101010101
Cream_Cheese,1,3,4,5.5454545455
Cream_Cheese,1,3,5,11.9090909091
Cream_Cheese,1,3,6,12.2121212121
Cream_Cheese,1,3,7,8.3939393939
Cream_Cheese,1,4,1,4.7575757576
Cream_Cheese,1,4,2,5.4949494949
Cream_Cheese,1,4,3,5.5454545455
Cream_Cheese,1,4,4,2.9494949495
Cream_Cheese,1,4,5,7.0505050505
Cream_Cheese,1,4,6,7.5050505051
Cream_Cheese,1,4,7,5.696969697
Cream_Cheese,1,5,1,10.9696969697
Cream_Cheese,1,5,2,11.6868686869
Cream_Cheese,1,5,3,11.9090909091
Cream_Cheese,1,5,4,7.0505050505
Cream_Cheese,1,5,5,18.5252525253
Cream_Cheese,1,5,6,19.6767676768
Cream_Cheese,1,5,7,13.1818181818
Cream_Cheese,1,6,1,9.8080808081
Cream_Cheese,1,6,2,11.3535353535
Cream_Cheese,1,6,3,12.2121212121
Cream_Cheese,1,6,4,7.5050505051
Cream_Cheese,1,6,5,19.6767676768
Cream_Cheese,1,6,6,19.6767676768
Cream_Cheese,1,6,7,14.7676767677
Cream_Cheese,1,7,1,4.7070707071
Cream_Cheese,1,7,2,7.8484848485
Cream_Cheese,1,7,3,8.3939393939
Cream_Cheese,1,7,4,5.696969697
Cream_Cheese,1,7,5,13.1818181818
Cream_Cheese,1,7,6,14.7676767677
Cream_Cheese,1,7,7,12.404040404
Creamer,0,1,1,11.6964285714
Creamer,0,1,2,16.1964285714
Creamer,0,1,3,9.5714285714
Creamer,0,1,4,4.9285714286
Creamer,0,1,5,10.3660714286
Creamer,0,1,6,4.6607142857
Creamer,0,1,7,2.5803571429
Creamer,0,2,1,16.1964285714
Creamer,0,2,2,25.4464285714
Creamer,0,2,3,15.2767857143
Creamer,0,2,4,8.8482142857
Creamer,0,2,5,17.6785714286
Creamer,0,2,6,10.8214285714
Creamer,0,2,7,5.7321428571
Creamer,0,3,1,9.5714285714
Creamer,0,3,2,15.2767857143
Creamer,0,3,3,8.4821428571
Creamer,0,3,4,5.4732142857
Creamer,0,3,5,10.9732142857
Creamer,0,3,6,7.1696428571
Creamer,0,3,7,4.0535714286
Creamer,0,4,1,4.9285714286
Creamer,0,4,2,8.8482142857
Creamer,0,4,3,5.4732142857
Creamer,0,4,4,3.8214285714
Creamer,0,4,5,7.9464285714
Creamer,0,4,6,6.2767857143
Creamer,0,4,7,3.7053571429
Creamer,0,5,1,10.3660714286
Creamer,0,5,2,17.6785714286
Creamer,0,5,3,10.9732142857
Creamer,0,5,4,7.9464285714
Creamer,0,5,5,15.0178571429
Creamer,0,5,6,12.9464285714
Creamer,0,5,7,8.0714285714
Creamer,0,6,1,4.6607142857
Creamer,0,6,2,10.8214285714
Creamer,0,6,3,7.1696428571
Creamer,0,6,4,6.2767857143
Creamer,0,6,5,12.9464285714
Creamer,0,6,6,14.1071428571
Creamer,0,6,7,10.0178571429
Creamer,0,7,1,2.5803571429
Creamer,0,7,2,5.7321428571
Creamer,0,7,3,4.0535714286
Creamer,0,7,4,3.7053571429
Creamer,0,7,5,8.0714285714
Creamer,0,7,6,10.0178571429
Creamer,0,7,7,6.8392857143
Creamer,1,1,1,1.0736842105
Creamer,1,1,2,3.7578947368
Creamer,1,1,3,2.5789473684
Creamer,1,1,4,2.1789473684
Creamer,1,1,5,3.9263157895
Creamer,1,1,6,4.8842105263
Creamer,1,1,7,2.6
Creamer,1,2,1,3.7578947368
Creamer,1,2,2,11.1368421053
Creamer,1,2,3,8.1473684211
Creamer,1,2,4,6.6526315789
Creamer,1,2,5,11.1263157895
Creamer,1,2,6,13.7052631579
Creamer,1,2,7,7.4736842105
Creamer,1,3,1,2.5789473684
Creamer,1,3,2,8.1473684211
Creamer,1,3,3,5.3894736842
Creamer,1,3,4,5.0842105263
Creamer,1,3,5,8.8631578947
Creamer,1,3,6,10.8105263158
Creamer,1,3,7,6.1263157895
Creamer,1,4,1,2.1789473684
Creamer,1,4,2,6.6526315789
Creamer,1,4,3,5.0842105263
Creamer,1,4,4,5.0105263158
Creamer,1,4,5,10.8
Creamer,1,4,6,12.8947368421
Creamer,1,4,7,8.3789473684
Creamer,1,5,1,3.9263157895
Creamer,1,5,2,11.1263157895
Creamer,1,5,3,8.8631578947
Creamer,1,5,4,10.8
Creamer,1,5,5,21.6421052632
Creamer,1,5,6,26.9368421053
Creamer,1,5,7,17.7052631579
Creamer,1,6,1,4.8842105263
Creamer,1,6,2,13.7052631579
Creamer,1,6,3,10.8105263158
Creamer,1,6,4,12.8947368421
Creamer,1,6,5,26.9368421053
Creamer,1,6,6,30.8842105263
Creamer,1,6,7,20.8842105263
Creamer,1,7,1,2.6
Creamer,1,7,2,7.4736842105
Creamer,1,7,3,6.1263157895
Creamer,1,7,4,8.3789473684
Creamer,1,7,5,17.7052631579
Creamer,1,7,6,20.8842105263
Creamer,1,7,7,13.8315789474
Deli_Ham,0,1,1,22.6923076923
Deli_Ham,0,1,2,23.8461538462
Deli_Ham,0,1,3,13.7115384615
Deli_Ham,0,1,4,6.0
Deli_Ham,0,1,5,18.2596153846
Deli_Ham,0,1,6,9.7596153846
Deli_Ham,0,1,7,5.7307692308
Deli_Ham,0,2,1,23.8461538462
Deli_Ham,0,2,2,24.3846153846
Deli_Ham,0,2,3,15.1057692308
Deli_Ham,0,2,4,7.0096153846
Deli_Ham,0,2,5,20.7019230769
Deli_Ham,0,2,6,11.8076923077
Deli_Ham,0,2,7,7.1442307692
Deli_Ham,0,3,1,13.7115384615
Deli_Ham,0,3,2,15.1057692308
Deli_Ham,0,3,3,9.3269230769
Deli_Ham,0,3,4,4.9230769231
Deli_Ham,0,3,5,14.0961538462
Deli_Ham,0,3,6,9.2211538462
Deli_Ham,0,3,7,5.6153846154
Deli_Ham,0,4,1,6.0
Deli_Ham,0,4,2,7.0096153846
Deli_Ham,0,4,3,4.9230769231
Deli_Ham,0,4,4,2.2307692308
Deli_Ham,0,4,5,6.9903846154
Deli_Ham,0,4,6,4.8269230769
Deli_Ham,0,4,7,3.0192307692
Deli_Ham,0,5,1,18.2596153846
Deli_Ham,0,5,2,20.7019230769
Deli_Ham,0,5,3,14.0961538462
Deli_Ham,0,5,4,6.9903846154
Deli_Ham,0,5,5,19.5769230769
Deli_Ham,0,5,6,13.9230769231
Deli_Ham,0,5,7,8.4519230769
Deli_Ham,0,6,1,9.7596153846
Deli_Ham,0,6,2,11.8076923077
Deli_Ham,0,6,3,9.2211538462
Deli_Ham,0,6,4,4.8269230769
Deli_Ham,0,6,5,13.9230769231
Deli_Ham,0,6,6,10.0192307692
Deli_Ham,0,6,7,6.4423076923
Deli_Ham,0,7,1,5.7307692308
Deli_Ham,0,7,2,7.1442307692
Deli_Ham,0,7,3,5.6153846154
Deli_Ham,0,7,4,3.0192307692
Deli_Ham,0,7,5,8.4519230769
Deli_Ham,0,7,6,6.4423076923
Deli_Ham,0,7,7,3.5961538462
Deli_Ham,1,1,1,12.3092783505
Deli_Ham,1,1,2,15.175257732
Deli_Ham,1,1,3,11.3505154639
Deli_Ham,1,1,4,5.4329896907
Deli_Ham,1,1,5,13.3402061856
Deli_Ham,1,1,6,6.2886597938
Deli_Ham,1,1,7,5.1030927835
Deli_Ham,1,2,1,15.175257732
Deli_Ham,1,2,2,17.793814433
Deli_Ham,1,2,3,13.9587628866
Deli_Ham,1,2,4,6.5567010309
Deli_Ham,1,2,5,17.3917525773
Deli_Ham,1,2,6,7.4536082474
Deli_Ham,1,2,7,6.6701030928
Deli_Ham,1,3,1,11.3505154639
Deli_Ham,1,3,2,13.9587628866
Deli_Ham,1,3,3,10.2268041237
Deli_Ham,1,3,4,4.6907216495
Deli_Ham,1,3,5,12.5360824742
Deli_Ham,1,3,6,5.4845360825
Deli_Ham,1,3,7,4.7525773196
Deli_Ham,1,4,1,5.4329896907
Deli_Ham,1,4,2,6.5567010309
Deli_Ham,1,4,3,4.6907216495
Deli_Ham,1,4,4,2.1443298969
Deli_Ham,1,4,5,6.1649484536
Deli_Ham,1,4,6,2.7010309278
Deli_Ham,1,4,7,2.3092783505
Deli_Ham,1,5,1,13.3402061856
Deli_Ham,1,5,2,17.3917525773
Deli_Ham,1,5,3,12.5360824742
Deli_Ham,1,5,4,6.1649484536
Deli_Ham,1,5,5,16.8453608247
Deli_Ham,1,5,6,6.7628865979
Deli_Ham,1,5,7,6.9587628866
Deli_Ham,1,6,1,6.2886597938
Deli_Ham,1,6,2,7.4536082474
Deli_Ham,1,6,3,5.4845360825
Deli_Ham,1,6,4,2.7010309278
Deli_Ham,1,6,5,6.7628865979
Deli_Ham,1,6,6,2.7216494845
Deli_Ham,1,6,7,2.587628866
Deli_Ham,1,7,1,5.1030927835
Deli_Ham,1,7,2,6.6701030928
Deli_Ham,1,7,3,4.7525773196
Deli_Ham,1,7,4,2.3092783505
Deli_Ham,1,7,5,6.9587628866
Deli_Ham,1,7,6,2.587628866
Deli_Ham,1,7,7,2.618556701
Deli_Turkey,0,1,1,14.9
Deli_Turkey,0,1,2,11.9
Deli_Turkey,0,1,3,11.95
Deli_Turkey,0,1,4,3.25
Deli_Turkey,0,1,5,8.3
Deli_Turkey,0,1,6,6.0
Deli_Turkey,0,1,7,3.7
Deli_Turkey,0,2,1,11.9
Deli_Turkey,0,2,2,9.78
Deli_Turkey,0,2,3,10.36
Deli_Turkey,0,2,4,2.82
Deli_Turkey,0,2,5,9.11
Deli_Turkey,0,2,6,7.15
Deli_Turkey,0,2,7,3.88
Deli_Turkey,0,3,1,11.95
Deli_Turkey,0,3,2,10.36
Deli_Turkey,0,3,3,9.86
Deli_Turkey,0,3,4,2.83
Deli_Turkey,0,3,5,9.06
Deli_Turkey,0,3,6,7.04
Deli_Turkey,0,3,7,3.9
Deli_Turkey,0,4,1,3.25
Deli_Turkey,0,4,2,2.82
Deli_Turkey,0,4,3,2.83
Deli_Turkey,0,4,4,0.62
Deli_Turkey,0,4,5,2.48
Deli_Turkey,0,4,6,1.94
Deli_Turkey,0,4,7,1.06
Deli_Turkey,0,5,1,8.3
Deli_Turkey,0,5,2,9.11
Deli_Turkey,0,5,3,9.06
Deli_Turkey,0,5,4,2.48
Deli_Turkey,0,5,5,10.36
Deli_Turkey,0,5,6,9.37
Deli_Turkey,0,5,7,4.32
Deli_Turkey,0,6,1,6.0
Deli_Turkey,0,6,2,7.15
Deli_Turkey,0,6,3,7.04
Deli_Turkey,0,6,4,1.94
Deli_Turkey,0,6,5,9.37
Deli_Turkey,0,6,6,7.94
Deli_Turkey,0,6,7,3.56
Deli_Turkey,0,7,1,3.7
Deli_Turkey,0,7,2,3.88
Deli_Turkey,0,7,3,3.9
Deli_Turkey,0,7,4,1.06
Deli_Turkey,0,7,5,4.32
Deli_Turkey,0,7,6,3.56
Deli_Turkey,0,7,7,1.58
Deli_Turkey,1,1,1,21.0505050505
Deli_Turkey,1,1,2,19.3131313131
Deli_Turkey,1,1,3,10.404040404
Deli_Turkey,1,1,4,8.7373737374
Deli_Turkey,1,1,5,14.8484848485
Deli_Turkey,1,1,6,9.0202020202
Deli_Turkey,1,1,7,4.6262626263
Deli_Turkey,1,2,1,19.3131313131
Deli_Turkey,1,2,2,17.595959596
Deli_Turkey,1,2,3,10.6868686869
Deli_Turkey,1,2,4,8.3636363636
Deli_Turkey,1,2,5,14.4747474747
Deli_Turkey,1,2,6,8.9696969697
Deli_Turkey,1,2,7,4.595959596
Deli_Turkey,1,3,1,10.404040404
Deli_Turkey,1,3,2,10.6868686869
Deli_Turkey,1,3,3,6.5050505051
Deli_Turkey,1,3,4,4.8787878788
Deli_Turkey,1,3,5,8.6767676768
Deli_Turkey,1,3,6,5.9090909091
Deli_Turkey,1,3,7,2.9393939394
Deli_Turkey,1,4,1,8.7373737374
Deli_Turkey,1,4,2,8.3636363636
Deli_Turkey,1,4,3,4.8787878788
Deli_Turkey,1,4,4,3.4747474747
Deli_Turkey,1,4,5,6.898989899
Deli_Turkey,1,4,6,4.5050505051
Deli_Turkey,1,4,7,2.1414141414
Deli_Turkey,1,5,1,14.8484848485
Deli_Turkey,1,5,2,14.4747474747
Deli_Turkey,1,5,3,8.6767676768
Deli_Turkey,1,5,4,6.898989899
Deli_Turkey,1,5,5,12.1616161616
Deli_Turkey,1,5,6,9.0404040404
Deli_Turkey,1,5,7,3.898989899
Deli_Turkey,1,6,1,9.0202020202
Deli_Turkey,1,6,2,8.9696969697
Deli_Turkey,1,6,3,5.9090909091
Deli_Turkey,1,6,4,4.5050505051
Deli_Turkey,1,6,5,9.0404040404
Deli_Turkey,1,6,6,6.8080808081
Deli_Turkey,1,6,7,2.7474747475
Deli_Turkey,1,7,1,4.6262626263
Deli_Turkey,1,7,2,4.595959596
Deli_Turkey,1,7,3,2.9393939394
Deli_Turkey,1,7,4,2.1414141414
Deli_Turkey,1,7,5,3.898989899
Deli_Turkey,1,7,6,2.7474747475
Deli_Turkey,1,7,7,1.0505050505
Hot_Dogs,0,1,1,31.2183908046
Hot_Dogs,0,1,2,23.6551724138
Hot_Dogs,0,1,3,17.183908046
Hot_Dogs,0,1,4,4.5632183908
Hot_Dogs,0,1,5,14.6781609195
Hot_Dogs,0,1,6,8.367816092
Hot_Dogs,0,1,7,5.3333333333
Hot_Dogs,0,2,1,23.6551724138
Hot_Dogs,0,2,2,19.0804597701
Hot_Dogs,0,2,3,14.6666666667
Hot_Dogs,0,2,4,3.6091954023
Hot_Dogs,0,2,5,15.9310344828
Hot_Dogs,0,2,6,9.7471264368
Hot_Dogs,0,2,7,5.3103448276
Hot_Dogs,0,3,1,17.183908046
Hot_Dogs,0,3,2,14.6666666667
Hot_Dogs,0,3,3,10.7126436782
Hot_Dogs,0,3,4,2.9195402299
Hot_Dogs,0,3,5,11.5632183908
Hot_Dogs,0,3,6,7.1494252874
Hot_Dogs,0,3,7,3.8045977011
Hot_Dogs,0,4,1,4.5632183908
Hot_Dogs,0,4,2,3.6091954023
Hot_Dogs,0,4,3,2.9195402299
Hot_Dogs,0,4,4,0.7356321839
Hot_Dogs,0,4,5,2.9655172414
Hot_Dogs,0,4,6,1.9655172414
Hot_Dogs,0,4,7,1.2413793103
Hot_Dogs,0,5,1,14.6781609195
Hot_Dogs,0,5,2,15.9310344828
Hot_Dogs,0,5,3,11.5632183908
Hot_Dogs,0,5,4,2.9655172414
Hot_Dogs,0,5,5,16.4597701149
Hot_Dogs,0,5,6,11.3448275862
Hot_Dogs,0,5,7,6.0574712644
Hot_Dogs,0,6,1,8.367816092
Hot_Dogs,0,6,2,9.7471264368
Hot_Dogs,0,6,3,7.1494252874
Hot_Dogs,0,6,4,1.9655172414
Hot_Dogs,0,6,5,11.3448275862
Hot_Dogs,0,6,6,7.3563218391
Hot_Dogs,0,6,7,4.0689655172
Hot_Dogs,0,7,1,5.3333333333
Hot_Dogs,0,7,2,5.3103448276
Hot_Dogs,0,7,3,3.8045977011
Hot_Dogs,0,7,4,1.2413793103
Hot_Dogs,0,7,5,6.0574712644
Hot_Dogs,0,7,6,4.0689655172
Hot_Dogs,0,7,7,2.183908046
Hot_Dogs,1,1,1,20.6753246753
Hot_Dogs,1,1,2,18.8701298701
Hot_Dogs,1,1,3,14.2857142857
Hot_Dogs,1,1,4,8.0909090909
Hot_Dogs,1,1,5,14.7922077922
Hot_Dogs,1,1,6,5.8701298701
Hot_Dogs,1,1,7,6.4155844156
Hot_Dogs,1,2,1,18.8701298701
Hot_Dogs,1,2,2,16.3376623377
Hot_Dogs,1,2,3,12.7792207792
Hot_Dogs,1,2,4,7.2987012987
Hot_Dogs,1,2,5,13.5584415584
Hot_Dogs,1,2,6,6.038961039
Hot_Dogs,1,2,7,6.1168831169
Hot_Dogs,1,3,1,14.2857142857
Hot_Dogs,1,3,2,12.7792207792
Hot_Dogs,1,3,3,9.4285714286
Hot_Dogs,1,3,4,5.6623376623
Hot_Dogs,1,3,5,10.2207792208
Hot_Dogs,1,3,6,4.7402597403
Hot_Dogs,1,3,7,4.8831168831
Hot_Dogs,1,4,1,8.0909090909
Hot_Dogs,1,4,2,7.2987012987
Hot_Dogs,1,4,3,5.6623376623
Hot_Dogs,1,4,4,2.8571428571
Hot_Dogs,1,4,5,5.6493506494
Hot_Dogs,1,4,6,2.6493506494
Hot_Dogs,1,4,7,2.7922077922
Hot_Dogs,1,5,1,14.7922077922
Hot_Dogs,1,5,2,13.5584415584
Hot_Dogs,1,5,3,10.2207792208
Hot_Dogs,1,5,4,5.6493506494
Hot_Dogs,1,5,5,10.0779220779
Hot_Dogs,1,5,6,4.7272727273
Hot_Dogs,1,5,7,4.974025974
Hot_Dogs,1,6,1,5.8701298701
Hot_Dogs,1,6,2,6.038961039
Hot_Dogs,1,6,3,4.7402597403
Hot_Dogs,1,6,4,2.6493506494
Hot_Dogs,1,6,5,4.7272727273
Hot_Dogs,1,6,6,2.4935064935
Hot_Dogs,1,6,7,2.4805194805
Hot_Dogs,1,7,1,6.4155844156
Hot_Dogs,1,7,2,6.1168831169
Hot_Dogs,1,7,3,4.8831168831
Hot_Dogs,1,7,4,2.7922077922
Hot_Dogs,1,7,5,4.974025974
Hot_Dogs,1,7,6,2.4805194805
Hot_Dogs,1,7,7,2.3376623377
Hot_Dogs,2,1,1,9.0526315789
Hot_Dogs,2,1,2,5.0526315789
Hot_Dogs,2,1,3,4.4736842105
Hot_Dogs,2,1,4,1.4210526316
Hot_Dogs,2,1,5,3.1052631579
Hot_Dogs,2,1,6,2.7368421053
Hot_Dogs,2,1,7,1.1578947368
Hot_Dogs,2,2,1,5.0526315789
Hot_Dogs,2,2,2,1.8947368421
Hot_Dogs,2,2,3,2.3157894737
Hot_Dogs,2,2,4,0.7368421053
Hot_Dogs,2,2,5,1.5789473684
Hot_Dogs,2,2,6,1.6842105263
Hot_Dogs,2,2,7,0.7368421053
Hot_Dogs,2,3,1,4.4736842105
Hot_Dogs,2,3,2,2.3157894737
Hot_Dogs,2,3,3,1.7894736842
Hot_Dogs,2,3,4,0.6842105263
Hot_Dogs,2,3,5,1.5263157895
Hot_Dogs,2,3,6,1.4736842105
Hot_Dogs,2,3,7,0.7368421053
Hot_Dogs,2,4,1,1.4210526316
Hot_Dogs,2,4,2,0.7368421053
Hot_Dogs,2,4,3,0.6842105263
Hot_Dogs,2,4,5,0.4736842105
Hot_Dogs,2,4,6,0.4736842105
Hot_Dogs,2,4,7,0.2105263158
Hot_Dogs,2,5,1,3.1052631579
Hot_Dogs,2,5,2,1.5789473684
Hot_Dogs,2,5,3,1.5263157895
Hot_Dogs,2,5,4,0.4736842105
Hot_Dogs,2,5,5,0.8421052632
Hot_Dogs,2,5,6,1.0526315789
Hot_Dogs,2,5,7,0.4210526316
Hot_Dogs,2,6,1,2.7368421053
Hot_Dogs,2,6,2,1.6842105263
Hot_Dogs,2,6,3,1.4736842105
Hot_Dogs,2,6,4,0.4736842105
Hot_Dogs,2,6,5,1.0526315789
Hot_Dogs,2,6,6,0.9473684211
Hot_Dogs,2,6,7,0.6315789474
Hot_Dogs,2,7,1,1.1578947368
Hot_Dogs,2,7,2,0.7368421053
Hot_Dogs,2,7,3,0.7368421053
Hot_Dogs,2,7,4,0.2105263158
Hot_Dogs,2,7,5,0.4210526316
Hot_Dogs,2,7,6,0.6315789474
Hot_Dogs,2,7,7,0.1052631579
Ice_Cream_Hard_Serve,0,1,1,3.5882352941
Ice_Cream_Hard_Serve,0,1,2,5.3431372549
Ice_Cream_Hard_Serve,0,1,3,6.0588235294
Ice_Cream_Hard_Serve,0,1,4,3.2352941176
Ice_Cream_Hard_Serve,0,1,5,10.362745098
Ice_Cream_Hard_Serve,0,1,6,8.2450980392
Ice_Cream_Hard_Serve,0,1,7,6.1666666667
Ice_Cream_Hard_Serve,0,2,1,5.3431372549
Ice_Cream_Hard_Serve,0,2,2,6.9607843137
Ice_Cream_Hard_Serve,0,2,3,8.5588235294
Ice_Cream_Hard_Serve,0,2,4,4.4607843137
Ice_Cream_Hard_Serve,0,2,5,14.5
Ice_Cream_Hard_Serve,0,2,6,11.4117647059
Ice_Cream_Hard_Serve,0,2,7,8.7647058824
Ice_Cream_Hard_Serve,0,3,1,6.0588235294
